0,0,1.1875,0.49467,2.49
1,0,0.955,0.40836,2.3228
2,0,0.625,0.21848,1.9034
3,1,0.295,0.044394,0.3
4,1,0.295,0.044394,0.3
5,2,1.525,1.0351,3.3534
6,2,1.525,1.0351,3.3534
7,3,0.7,0.21718,5.4121
8,3,0.9,0.31091,6.1662
9,3,0.9,0.2908,7.0306
10,4,0.195,0.060662,1.1865
11,4,0.36,0.12393,1.4526
12,5,0.575,0.21302,2.03
13,5,0.9,0.37181,2.2831
14,5,1.625,0.8179,2.878
15,6,1.05,0.45204,3.529
16,6,0.85,0.42083,3.5252
17,7,0.475,0.20912,2.3642
18,7,0.475,0.20912,2.3642
19,8,27.283,23.865,29.38
20,8,18.85,15.363,20.525
21,8,18.75,15.147,20.217
22,9,20.35,16.745,22.587
23,9,20.25,16.854,22.384
24,9,20.05,17.07,21.977
25,10,19.3,14.287,22.331
26,10,18.1,15.135,22.743
27,11,3.1,1.4457,6.7758
28,11,5.3,1.1778,6.6519
29,12,24.95,21.481,26.646
30,12,24.7,22.075,26.257
31,12,24.75,22.74,26.336
32,12,25.25,22.964,26.656
33,12,25.65,22.214,26.817
34,12,27.45,24.078,28.57
35,12,28.583,24.886,29.664
36,12,28.69,24.592,29.74
37,12,29,26.029,30.212
38,12,29.15,25.897,30.375
39,12,29.35,25.837,30.484
40,12,28.85,25.962,30.389
41,13,24.925,23.491,26.197
42,13,24.275,23.29,25.559
43,13,24.925,24.064,26.343
44,13,24.65,23.725,25.891
45,13,24.775,23.918,26.069
46,13,25.025,24.119,26.21
47,13,25.275,24.319,26.352
48,13,28.325,27.393,29.498
49,13,29.725,28.775,30.854
50,13,30.525,29.514,31.643
51,13,30.475,29.516,31.591
52,13,30.3,29.287,31.437
53,13,30.125,29.057,31.283
54,13,29.975,28.784,30.838
55,13,29.725,28.69,30.797
56,13,28.925,27.892,29.921
57,13,24.925,23.743,25.891
58,13,23.85,22.68,24.871
59,13,22.775,21.617,23.851
60,13,22.275,21.236,23.378
61,13,21.375,20.247,22.422
62,14,11.85,9.88,13.031
63,14,15.425,13.798,16.566
64,14,15.425,13.798,16.566
65,14,16.525,14.719,17.565
66,14,18.975,17.825,20.438
67,14,18.625,17.568,20.224
68,14,18.275,17.311,20.01
69,14,18.175,17.083,20.079
70,14,16.725,15.758,18.313
71,14,10.225,8.6801,11.084
72,15,15.7,13.8,16.7
73,15,15.7,13.8,16.7
74,16,15.7,13.8,16.7
75,16,15.7,13.8,16.7
76,17,31.4,27.9,33.5
77,17,31.4,27.9,33.5
78,17,31.4,27.9,33.5
79,17,31.4,27.9,33.5
80,17,31.4,27.9,33.5
81,17,31.4,27.9,33.5
82,18,31.4,27.9,33.5
83,18,31.4,27.9,33.5
84,18,31.4,27.9,33.5
85,18,31.4,27.9,33.5
86,18,31.4,27.9,33.5
87,18,31.4,27.9,33.5
