along_strike_index,down_dip_index,lon1(deg),lat1(deg),lon2(deg),lat2(deg),dip (deg),top_depth (km),bottom_depth (km),slip_deficit (mm/yr),tile_geometry
0,0,173.2124573593242,-43.18947012025151,173.31218883674296,-43.24227043019415,4.628132768047425,20.56008513769268,21.366968562399453,-1000.0,"POLYGON Z ((1619475.997636694 5204177.905018413 -21366.96856239945, 1625345.802066098 5212233.607042413 -20560.08513769268, 1617263.747532416 5218122.613284097 -20560.08513769268, 1611393.943103012 5210066.911260096 -21366.96856239945, 1619475.997636694 5204177.905018413 -21366.96856239945))"
0,1,173.124351397649,-43.14652534811841,173.20427601129006,-43.21499114065036,3.399359735563762,20.68986541619206,21.28281760138404,-1000.0,"POLYGON Z ((1608989.434729136 5208821.028735663 -21282.81760138404, 1616592.034292807 5215290.10035225 -20689.86541619206, 1610111.560221134 5222906.100339538 -20689.86541619206, 1602508.960657462 5216437.028722951 -21282.81760138404, 1608989.434729136 5208821.028735663 -21282.81760138404))"
0,2,173.07885007640482,-43.12978981125192,173.0605242456627,-43.21883344595831,5.261703021150089,21.008262289333047,21.92531245068272,-1000.0,"POLYGON Z ((1595070.143295397 5216373.274338917 -21925.31245068272, 1604915.688233809 5214881.877722559 -21008.26228933305, 1606413.395865086 5224769.085207547 -21008.26228933305, 1596567.850926675 5226260.481823905 -21925.31245068272, 1595070.143295397 5216373.274338917 -21925.31245068272))"
0,3,172.9825293581026,-43.10348868583113,172.93048794693954,-43.18507654150273,8.729883602527988,21.8958570129469,23.413620669891934,-1000.0,"POLYGON Z ((1585393.59495384 5222808.284884881 -23413.62066989193, 1594351.222056425 5218630.090278034 -21895.8570129469, 1598578.388985342 5227692.709091328 -21895.8570129469, 1589620.761882757 5231870.903698175 -23413.62066989193, 1585393.59495384 5222808.284884881 -23413.62066989193))"
0,4,172.87826695369623,-43.06855468216706,172.81329485115856,-43.144991349220064,11.925114444438382,23.31484820477439,25.381178956451965,-1000.0,"POLYGON Z ((1576503.154441235 5228224.261970279 -25381.17895645196, 1584817.80083093 5223067.040563455 -23314.84820477439, 1590088.777797241 5231565.087504995 -23314.84820477439, 1581774.131407546 5236722.308911819 -25381.17895645196, 1576503.154441235 5228224.261970279 -25381.17895645196))"
0,5,172.77420682069575,-43.031213032560906,172.70222549427518,-43.10417666589991,14.568869834525486,25.5920202544221,28.10745567000347,-1000.0,"POLYGON Z ((1567910.172220599 5233221.158778788 -28107.45567000347, 1575769.928275253 5227573.431852726 -25592.0202544221, 1581605.285372964 5235694.30665426 -25592.0202544221, 1573745.52931831 5241342.033580322 -28107.45567000347, 1567910.172220599 5233221.158778788 -28107.45567000347))"
0,6,172.66975184375175,-42.99282010570156,172.5925898670337,-43.06284998405348,16.432640661358526,27.8979995999747,30.726878797052862,-1000.0,"POLYGON Z ((1559340.941305712 5238122.213739199 -30726.87879705286, 1566826.518569791 5232125.249881392 -27897.9995999747, 1573078.872499773 5239929.612144527 -27897.9995999747, 1565593.295235693 5245926.576002333 -30726.87879705286, 1559340.941305712 5238122.213739199 -30726.87879705286))"
0,7,172.5664811432035,-42.95539386752378,172.48358732761113,-43.02176867042082,17.13275258748925,30.627792666510473,33.57365913798941,-1000.0,"POLYGON Z ((1550842.642011496 5243056.559832171 -33573.65913798941, 1557922.87650791 5236638.448723129 -30627.79266651047, 1564639.017914498 5244047.459764201 -30627.79266651047, 1557558.783418084 5250465.570873243 -33573.65913798941, 1550842.642011496 5243056.559832171 -33573.65913798941))"
0,8,172.46473425677524,-42.920176355126685,172.3743332777297,-42.98099535573845,17.0933148473763,33.873805917390406,36.813093950250945,-1000.0,"POLYGON Z ((1542483.01165268 5248109.795977872 -36813.09395025094, 1548987.149241148 5241105.741431385 -33873.8059173904, 1556314.889751377 5247910.461779404 -33873.8059173904, 1549810.752162908 5254914.516325891 -36813.09395025094, 1542483.01165268 5248109.795977872 -36813.09395025094))"
0,9,172.35906673135742,-42.88532964419078,172.25981320866936,-42.93811355840286,17.08744206015789,36.0259863224633,38.96429462192105,-1000.0,"POLYGON Z ((1533941.641750546 5253489.809247371 -38964.29462192105, 1539607.95698345 5245791.808466733 -36025.98632246329, 1547661.460014228 5251719.800448276 -36025.98632246329, 1541995.144781325 5259417.801228914 -38964.29462192105, 1533941.641750546 5253489.809247371 -38964.29462192105))"
0,10,172.25362332581392,-42.84944257063279,172.1478033245603,-42.894726400312464,18.6928827122975,38.44662673509766,41.651579990626935,-1000.0,"POLYGON Z ((1525579.123601321 5258665.340620396 -41651.57999062694, 1530420.193078408 5250523.330982236 -38446.62673509766, 1539015.610132257 5255633.987072251 -38446.62673509766, 1534174.54065517 5263775.99671041 -41651.57999062694, 1525579.123601321 5258665.340620396 -41651.57999062694))"
0,11,172.15266397658962,-42.80930501955912,172.04584540820542,-42.85320731709427,22.51854859300231,41.75889965990256,45.58872469531395,-1000.0,"POLYGON Z ((1517453.599269147 5263061.265213136 -45588.72469531395, 1522043.274459482 5255044.575007984 -41758.89965990256, 1530721.641590267 5260013.070146687 -41758.89965990256, 1526131.966399933 5268029.760351839 -45588.72469531395, 1517453.599269147 5263061.265213136 -45588.72469531395))"
0,12,172.0505178851435,-42.764418135627594,171.94622029304844,-42.81139969069402,27.35218283779166,44.519052994811766,49.11363982734972,-1000.0,"POLYGON Z ((1509121.739835446 5267111.819009041 -49113.63982734973, 1513845.539008411 5259590.150762452 -44519.05299481177, 1522313.986993597 5264908.551717833 -44519.05299481177, 1517590.187820632 5272430.219964422 -49113.63982734973, 1509121.739835446 5267111.819009041 -49113.63982734973))"
1,0,173.32096744518574,-43.12548819976454,173.41210598980123,-43.185957060501096,7.5986104429903225,19.31773410342683,20.64005761259698,-1000.0,"POLYGON Z ((1626800.296972459 5211136.64740744 -20640.05761259698, 1633488.624436402 5218452.229152739 -19317.73410342683, 1626108.233615666 5225199.808817566 -19317.73410342683, 1619419.906151723 5217884.227072267 -20640.05761259698, 1626800.296972459 5211136.64740744 -20640.05761259698))"
1,1,173.21963730774561,-43.08324873215542,173.3036752718615,-43.148963526243925,6.636757034257491,19.960813214207093,21.116557279109138,-1000.0,"POLYGON Z ((1617422.235697224 5215829.642749011 -21116.55727910914, 1624692.199773332 5222598.08998516 -19960.81321420709, 1617878.089997915 5229917.10002536 -19960.81321420709, 1610608.125921807 5223148.652789211 -21116.55727910914, 1617422.235697224 5215829.642749011 -21116.55727910914))"
