along_strike_index,down_dip_index,lon1(deg),lat1(deg),lon2(deg),lat2(deg),top_depth (km),bottom_depth (km),slip_deficit (mm/yr),tile_geometry,interpolation_method,centroid_longitude_deg,centroid_latitude_deg
4,5,173.16270929528955,-42.18531482111985,173.0474651031737,-42.28979747460569,37.95636037489138,45.20487132591378,1.7958791745044498,"POLYGON Z ((1593766.68630413 5326383.26400986 -45204.8713259138, 1603913.06068629 5318045.98772261 -37956.3603748914, 1613436.0305281 5329635.33823902 -37956.3603748914, 1603289.65614594 5337972.61452627 -45204.8713259138, 1593766.68630413 5326383.26400986 -45204.8713259138))",2d_linear_centroids_interior,173.04362232122182,-42.20006659397917
5,0,174.09126681860926,-42.57311497125123,174.02558095896939,-42.699179961873114,15.408176042387275,16.30453074725388,1.2580546384399571,"POLYGON Z ((1670094.10088858 5277630.76323054 -16304.5307472539, 1684000.42301875 5272080.01976185 -15408.1760423873, 1689561.10367463 5286011.23760679 -15408.1760423873, 1675654.78154447 5291561.98107549 -16304.5307472539, 1670094.10088858 5277630.76323054 -16304.5307472539))",2d_linear_centroids_interior,173.9732725296062,-42.611913760530534
5,1,173.95979175429548,-42.50341247885623,173.86264208954452,-42.61781545405031,16.317185636714203,18.158205242791993,5.082793173355159,"POLYGON Z ((1658224.74251374 5289314.21348249 -18158.205242792, 1670746.974472 5281264.09835328 -16317.1856367142, 1678858.415963 5293881.72558419 -16317.1856367142, 1666336.18400474 5301931.84071339 -18158.205242792, 1658224.74251374 5289314.21348249 -18158.205242792))",2d_linear_centroids_interior,173.83451225003952,-42.52496023393769
5,2,173.8233928904988,-42.424261349990715,173.71376614586362,-42.53225152512447,18.013076413156423,20.785934417800657,8.338097283120817,"POLYGON Z ((1646913.14860422 5299841.17732391 -20785.9344178007, 1658617.3877528 5290878.92066395 -18013.0764131564, 1667736.81415297 5302788.41528513 -18013.0764131564, 1656032.57500439 5311750.67194509 -20785.9344178007, 1646913.14860422 5299841.17732391 -20785.9344178007))",2d_linear_centroids_interior,173.6969860242731,-42.43837095604773
5,3,173.687729577742,-42.34251185050296,173.57151961292774,-42.44657144773765,20.831919903026204,24.862766206660563,10.232101482534869,"POLYGON Z ((1635938.37012076 5309776.57292418 -24862.7662066606, 1646999.58612088 5300481.31721628 -20831.9199030262, 1656649.80111083 5311964.92948105 -20831.9199030262, 1645588.58511071 5321260.18518895 -24862.7662066606, 1635938.37012076 5309776.57292418 -24862.7662066606))",2d_linear_centroids_interior,173.56210532216886,-42.35305078370326
5,4,173.55407073578976,-42.256038084734264,173.44097440253034,-42.36187933731946,24.91526264981214,30.233791587394336,9.174026577061602,"POLYGON Z ((1625375.20085756 5318728.89885053 -30233.7915873943, 1636312.83438008 5309949.29619055 -24915.2626498121, 1645702.48242351 5321646.92456645 -24915.2626498121, 1634764.84890098 5330426.52722643 -30233.7915873943, 1625375.20085756 5318728.89885053 -30233.7915873943))",2d_linear_centroids_interior,173.43094590811438,-42.26970700461575
5,5,173.42423434575542,-42.1723926403431,173.3131199907907,-42.27930370338385,30.142563737033452,36.50868148747394,5.974921336118366,"POLYGON Z ((1615105.47966011 5327514.10432907 -36508.6814874739, 1625818.15633413 5319164.78679615 -30142.5637370335, 1635039.12120817 5330995.83944551 -30142.5637370335, 1624326.44453415 5339345.15697842 -36508.6814874739, 1615105.47966011 5327514.10432907 -36508.6814874739))",2d_linear_centroids_interior,173.30363854895242,-42.18845409662046
5,6,173.30029518958645,-42.09519159879767,173.1854908300525,-42.19984343505749,36.57333746734001,43.84392849206326,3.744039771188788,"POLYGON Z ((1605173.88348101 5336344.30637983 -43843.9284920633, 1615313.75230701 5328018.34899688 -36573.33746734, 1624832.64492856 5339611.04856425 -36573.33746734, 1614692.77610255 5347937.0059472 -43843.9284920633, 1605173.88348101 5336344.30637983 -43843.9284920633))",2d_linear_centroids_interior,173.18147356793605,-42.110151974820276
6,0,174.2693862214696,-42.50187812989317,174.22448568640803,-42.63280617779068,14.854127853724188,15.61715814130992,0.4685370702251153,"POLYGON Z ((1685933.19495549 5283127.89504997 -15617.1581413099, 1700398.71144444 5279233.46088204 -14854.1278537242, 1704298.19407623 5293717.7294243 -14854.1278537242, 1689832.67758729 5297612.16359223 -15617.1581413099, 1685933.19495549 5283127.89504997 -15617.1581413099))",2d_linear_centroids_interior,174.15853239859243,-42.550736799219194
6,1,174.14310765416676,-42.43775805534239,174.0538754517681,-42.55559171787257,15.43145398511514,16.774672016081986,3.823819084376108,"POLYGON Z ((1673579.42192566 5295467.63149451 -16774.672016082, 1686516.54710398 5287995.9143263 -15431.4539851151, 1694018.40283108 5300985.22380177 -15431.4539851151, 1681081.27765276 5308456.94096999 -16774.672016082, 1673579.42192566 5295467.63149451 -16774.672016082))",2d_linear_centroids_interior,174.01927861854364,-42.46377139079712
