along_strike_index,down_dip_index,lon1(deg),lat1(deg),lon2(deg),lat2(deg),top_depth (km),bottom_depth (km),slip_deficit (mm/yr),tile_geometry,interpolation_method,centroid_longitude_deg,centroid_latitude_deg
21,10,175.3969482312085,-40.78233911764624,175.2742372292453,-40.880086964672785,23.247681849709565,27.85091699189088,12.51393689720002,"POLYGON Z ((1781554.68903061 5482188.45811231 -27850.9169918909, 1791620.3662915 5472064.6066957 -23247.6818497096, 1802257.48573945 5482640.60262281 -23247.6818497096, 1792191.80847856 5492764.45403941 -27850.9169918909, 1781554.68903061 5482188.45811231 -27850.9169918909))",2d_linear_centroids_interior,175.27443808461032,-40.78685649554944
21,11,175.26632065756155,-40.702227171867534,175.14131206856035,-40.798177515216594,27.810826405721052,33.19910575711309,9.834454734993251,"POLYGON Z ((1770948.35934426 5491540.05898672 -33199.1057571131, 1780642.05618213 5481440.61903953 -27810.8264057211, 1791463.81105589 5491827.611937 -27810.8264057211, 1781770.11421803 5501927.05188419 -33199.1057571131, 1770948.35934426 5491540.05898672 -33199.1057571131))",2d_linear_centroids_interior,175.14502671906615,-40.7058408421059
21,12,175.13900562170585,-40.62893119889521,175.00520828336988,-40.717639104046086,33.29981654165831,38.98387737289989,8.43592407013984,"POLYGON Z ((1760497.31008978 5501333.75502695 -38983.8773728999, 1769363.93453907 5490653.19215124 -33299.8165416583, 1780905.21978591 5500234.35778237 -33299.8165416583, 1772038.59533662 5510914.92065808 -38983.8773728999, 1760497.31008978 5501333.75502695 -38983.8773728999))",2d_linear_centroids_interior,175.01827930520253,-40.62615339388286
21,13,175.01196102640912,-40.55275388936728,174.87370728824848,-40.63726546711795,38.85435737999318,44.390354753289245,7.020215469833155,"POLYGON Z ((1749967.30183613 5510886.82054877 -44390.3547532892, 1758446.73125126 5499821.01692333 -38854.3573799932, 1770353.08801976 5508944.53973533 -38854.3573799932, 1761873.65860464 5520010.34336077 -44390.3547532892, 1749967.30183613 5510886.82054877 -44390.3547532892))",2d_linear_centroids_interior,174.8913956966396,-40.54604311439138
21,14,174.88384368968974,-40.47446744045126,174.742943024948,-40.55624276541484,44.08382277796408,48.95285746504552,6.050784213248809,"POLYGON Z ((1739212.43862773 5520510.18264045 -48952.8574650455, 1747566.43986408 5509042.69971877 -44083.8227779641, 1759690.42968029 5517874.9627887 -44083.8227779641, 1751336.42844394 5529342.44571038 -48952.8574650455, 1739212.43862773 5520510.18264045 -48952.8574650455))",2d_linear_centroids_interior,174.76280158713217,-40.4645079553161
22,0,176.9631813143147,-41.58985712467894,176.8091618629588,-41.659514305091314,4.482805655546008,6.93018509515245,1.485753587791893,"POLYGON Z ((1910108.79601182 5394018.96589 -6930.18509515245, 1917169.3600085 5381012.86078788 -4482.80565554601, 1930352.1160344 5388169.32245281 -4482.80565554601, 1923291.55203772 5401175.42755493 -6930.18509515245, 1910108.79601182 5394018.96589 -6930.18509515245))",2d_linear_centroids_interior,176.84046006787048,-41.56769064226879
22,1,176.82512889907238,-41.50304972608735,176.67553778026522,-41.57774593769369,6.812649016946749,8.824218820703846,1.6299340064768424,"POLYGON Z ((1898746.38646792 5403302.30881306 -8824.21882070385, 1906428.76040511 5390576.95154445 -6812.64901694675, 1919270.11134983 5398329.35155441 -6812.64901694675, 1911587.73741264 5411054.70882302 -8824.21882070385, 1898746.38646792 5403302.30881306 -8824.21882070385))",2d_linear_centroids_interior,176.70115938766864,-41.484720632799146
22,2,176.6869525602295,-41.41279296797901,176.54522501559555,-41.49553161831611,8.542246878519478,10.026595003533163,3.0362700396719973,"POLYGON Z ((1887288.23335785 5412326.13779891 -10026.5950035332, 1895937.98283952 5400161.49458391 -8542.24687851948, 1908162.62759377 5408853.90855429 -8542.24687851948, 1899512.8781121 5421018.55176928 -10026.5950035332, 1887288.23335785 5412326.13779891 -10026.5950035332))",2d_linear_centroids_interior,176.56146084064918,-41.40111671038212
22,3,176.54826790888515,-41.31345526762763,176.4265308628114,-41.412481556858566,10.007274595554213,11.030629170097065,8.621790968870753,"POLYGON Z ((1875832.70705452 5420385.96730286 -11030.6291700971, 1886394.0548237 5409783.57706701 -10007.2745955542, 1897021.20575519 5420369.58968174 -10007.2745955542, 1886459.85798601 5430971.97991759 -11030.6291700971, 1875832.70705452 5420385.96730286 -11030.6291700971))",2d_linear_centroids_interior,176.42192364474744,-41.31721156146109
22,4,176.40313567214974,-41.20473565769823,176.31966260887785,-41.32412658558143,10.939074153320977,11.800579449500212,15.162082319495706,"POLYGON Z ((1864871.90696541 5427437.66564849 -11800.5794495002, 1877836.68475121 5419942.84439716 -10939.074153321, 1885343.89798326 5432929.05822139 -10939.074153321, 1872379.12019745 5440423.87947272 -11800.5794495002, 1864871.90696541 5427437.66564849 -11800.5794495002))",2d_linear_centroids_interior,176.28248767819116,-41.2329691902699
22,5,176.2582263976215,-41.109031968516284,176.19553055999282,-41.2354445412395,11.832513947337418,12.769933466567046,21.14688340320508,"POLYGON Z ((1853994.70783908 5435950.25581889 -12769.933466567, 1867808.82836256 5430180.39283892 -11832.5139473374, 1873589.99178328 5444021.56871032 -11832.5139473374, 1859775.87125979 5449791.43169029 -12769.933466567, 1853994.70783908 5435950.25581889 -12769.933466567))",2d_linear_centroids_interior,176.14344936536315,-41.14856986736638
22,6,176.12079807925306,-41.026961802043786,176.05335839219157,-41.15195898206107,12.679076421518623,13.848864593255339,21.628105707966533,"POLYGON Z ((1842581.49985354 5446017.36195407 -13848.8645932553, 1856217.89288997 5439878.9272522 -12679.0764215186, 1862375.07952687 5453556.97728568 -12679.0764215186, 1848738.68649044 5459695.41198755 -13848.8645932553, 1842581.49985354 5446017.36195407 -13848.8645932553))",2d_linear_centroids_interior,176.00478275218907,-41.06400019203671
22,7,175.98736040112743,-40.95295385028936,175.90089308788922,-41.07102597561237,13.784408056387843,15.484331091745737,20.718309787039793,"POLYGON Z ((1830940.61257301 5456967.72228874 -15484.3310917457, 1843721.8918592 5449302.92212943 -13784.4080563878, 1851436.39185883 5462167.07735843 -13784.4080563878, 1838655.11257264 5469831.87751774 -15484.3310917457, 1830940.61257301 5456967.72228874 -15484.3310917457))",2d_linear_centroids_interior,175.86676478636107,-40.97943251067541
22,8,175.8535328828826,-40.88132452182224,175.74641963207532,-40.98919262059486,15.48659155408281,17.84367199095931,20.257740022017355,"POLYGON Z ((1819486.23803342 5468095.00800239 -17843.6719909593, 1831028.33204743 5458809.30729724 -15486.5915540828, 1840430.84445161 5470496.59785105 -15486.5915540828, 1828888.75043759 5479782.29855621 -17843.6719909593, 1819486.23803342 5468095.00800239 -17843.6719909593))",2d_linear_centroids_interior,175.72982516057633,-40.89513657675212
22,9,175.7180265255964,-40.803222106104336,175.60190805798067,-40.90551180198583,17.794435013736674,21.114992428685703,19.595171139441742,"POLYGON Z ((1808362.76412378 5478354.86114322 -21114.9924286857, 1819147.52553419 5468472.41105357 -17794.4350137367, 1829281.39927524 5479531.5522047 -17794.4350137367, 1818496.63786482 5489414.00229435 -21114.9924286857, 1808362.76412378 5478354.86114322 -21114.9924286857))",2d_linear_centroids_interior,175.59436640561216,-40.81137016494273
22,10,175.58439638956776,-40.72666263155994,175.4590024400887,-40.82233085788809,21.18407412203067,25.523174763181018,15.925330757337981,"POLYGON Z ((1797493.85567978 5488478.81632439 -25523.174763181, 1807369.5758221 5478055.65186744 -21184.0741220307, 1818258.26975877 5488372.45100058 -21184.0741220307, 1808382.54961646 5498795.61545752 -25523.174763181, 1797493.85567978 5488478.81632439 -25523.174763181))",2d_linear_centroids_interior,175.46155371330906,-40.728870319516524
22,11,175.4533517078634,-40.647996602250934,175.32375085368213,-40.74025354112086,25.6198122878202,30.979698675217268,12.134514869658318,"POLYGON Z ((1786916.45348494 5497967.6548618 -30979.6986752173, 1796204.27964391 5487479.18961874 -25619.8122878202, 1807434.14246584 5497423.54384618 -25619.8122878202, 1798146.31630686 5507912.00908924 -30979.6986752173, 1786916.45348494 5497967.6548618 -30979.6986752173))",2d_linear_centroids_interior,175.33203173912636,-40.648061235162785
22,12,175.32450022052458,-40.57106930411727,175.1901163001156,-40.659144608931555,30.72470499131881,36.54303344120365,9.439851715023114,"POLYGON Z ((1776401.3490894 5507483.71275933 -36543.0334412036, 1785144.64497177 5496773.81868129 -30724.7049913188, 1796764.28382699 5506259.80797468 -30724.7049913188, 1788020.98794462 5516969.70205271 -36543.0334412036, 1776401.3490894 5507483.71275933 -36543.0334412036))",2d_linear_centroids_interior,175.2041261802863,-40.56791751313053
22,13,175.1991224298259,-40.49290229442196,175.0640301850583,-40.58021520422335,36.67083047635433,42.64183681515761,7.8533347702292415,"POLYGON Z ((1766052.76589667 5516505.39901864 -42641.8368151576, 1774690.63632003 5505793.99024803 -36670.8304763543, 1786367.02498022 5515210.03760646 -36670.8304763543, 1777729.15455686 5525921.44637707 -42641.8368151576, 1766052.76589667 5516505.39901864 -42641.8368151576))",2d_linear_centroids_interior,175.07916578319603,-40.48928924084573
22,14,175.07274108456642,-40.41727773039886,174.9334792686516,-40.500545221343394,42.389549324825175,47.47765832887477,5.887747308573293,"POLYGON Z ((1755391.38542912 5526194.83531171 -47477.6583288748, 1763834.7574411 5514889.05732741 -42389.5493248252, 1775853.08191517 5523864.57273522 -42389.5493248252, 1767409.70990319 5535170.35071952 -47477.6583288748, 1755391.38542912 5526194.83531171 -47477.6583288748))",2d_linear_centroids_interior,174.9519175188983,-40.4088856095638
23,0,177.14027994586164,-41.49942312671627,177.0116912776381,-41.59361039734276,3.8037805416999015,6.291708784911742,1.582869952281259,"POLYGON Z ((1924562.05412572 5398632.25503973 -6291.70878491174, 1934377.05812391 5387565.37157725 -3803.7805416999, 1945599.38207737 5397518.23272788 -3803.7805416999, 1935784.37807918 5408585.11619036 -6291.70878491174, 1924562.05412572 5398632.25503973 -6291.70878491174))",nearest_neighbor_boundary,177.01425859994393,-41.49888237813712
23,1,177.0012013121517,-41.419810129227656,176.86914091404833,-41.51113152368422,6.320890125552878,8.28911327504334,1.6472352812679631,"POLYGON Z ((1913348.58218087 5408661.91789948 -8289.11327504334, 1922904.09475509 5397268.13551268 -6320.89012555288, 1934397.24750379 5406906.9860611 -6320.89012555288, 1924841.73492958 5418300.76844791 -8289.11327504334, 1913348.58218087 5408661.91789948 -8289.11327504334))",2d_linear_centroids_interior,176.87508480160002,-41.416232167505434
23,2,176.86159636709954,-41.3375476454184,176.72859230578482,-41.42796968189256,8.161277027624458,9.609424723182805,2.8033141424462507,"POLYGON Z ((1902062.18254544 5418529.658819 -9609.4247231828, 1911570.91118705 5407019.36134795 -8161.27702762446, 1923135.22792732 5416572.71564531 -8161.27702762446, 1913626.49928571 5428083.01311636 -9609.4247231828, 1902062.18254544 5418529.658819 -9609.4247231828))",2d_linear_centroids_interior,176.73543840456978,-41.33290601202826
23,3,176.72209408872058,-41.25228686113192,176.59140538830772,-41.34448666537006,9.618136403710153,10.634586318447617,7.825619008608982,"POLYGON Z ((1890735.7704666 5428124.98359367 -10634.5863184476, 1900489.9746569 5416774.99107452 -9618.13640371015, 1911866.11610189 5426551.6676992 -9618.13640371015, 1902111.91191159 5437901.66021835 -10634.5863184476, 1890735.7704666 5428124.98359367 -10634.5863184476))",2d_linear_centroids_interior,176.5958534550499,-41.24921985935316
23,4,176.58258922277787,-41.16419364026505,176.45746992295085,-41.260583177198,10.626931597540763,11.410402271420779,13.051761463518226,"POLYGON Z ((1879389.45516152 5437458.16554366 -11410.4022714208, 1889653.45781048 5426547.78409638 -10626.9315975408, 1900578.75217572 5436825.81615669 -10626.9315975408, 1890314.74952675 5447736.19760398 -11410.4022714208, 1879389.45516152 5437458.16554366 -11410.4022714208))",2d_linear_centroids_interior,176.45638624360635,-41.16520726099061
23,5,176.44323442750033,-41.07891142136693,176.31967269832887,-41.17634113334596,11.403250536749235,12.178800081229673,19.17543331495061,"POLYGON Z ((1868063.80771407 5447132.86739288 -12178.8000812297, 1878465.13105871 5436352.74700467 -11403.2505367492, 1889259.68927903 5446768.00085795 -11403.2505367492, 1878858.36593439 5457548.12124616 -12178.8000812297, 1868063.80771407 5447132.86739288 -12178.8000812297))",2d_linear_centroids_interior,176.31720405258176,-41.08096975477494
23,6,176.30410691769882,-40.99144346130878,176.18487754108347,-41.09182169057194,12.18820956692155,13.182817556594312,22.639561970973826,"POLYGON Z ((1856751.27397291 5456575.65532459 -13182.8175565943, 1867499.9861238 5446160.47687945 -12188.2095669216, 1877938.136265 5456932.89636765 -12188.2095669216, 1867189.42411411 5467348.07481279 -13182.8175565943, 1856751.27397291 5456575.65532459 -13182.8175565943))",2d_linear_centroids_interior,176.1784389714271,-40.99658934847886
23,7,176.16574774286377,-40.911841791417274,176.03990826497997,-41.00738070649676,13.12695444269584,14.597641807098471,22.101999255083378,"POLYGON Z ((1845467.11232749 5466887.41509141 -14597.6418070985, 1855649.29623994 5455971.36225858 -13126.9544426958, 1866618.19832752 5466202.84245419 -13126.9544426958, 1856436.01441506 5477118.89528702 -14597.6418070985, 1845467.11232749 5466887.41509141 -14597.6418070985))",2d_linear_centroids_interior,176.04020774432297,-40.912140171864145
23,8,176.0279396293279,-40.829278843865865,175.89964817561557,-40.9228128021788,14.58376775048107,16.84004259841197,21.753801952119176,"POLYGON Z ((1834259.46623366 5476799.07576515 -16840.042598412, 1844164.09754877 5465762.43214843 -14583.7677504811, 1855327.75636818 5475781.05090373 -14583.7677504811, 1845423.12505307 5486817.69452044 -16840.042598412, 1834259.46623366 5476799.07576515 -16840.042598412))",2d_linear_centroids_interior,175.90297110868923,-40.827909313381916
23,9,175.891227070843,-40.74499930355347,175.763055610861,-40.838514223889014,16.691915345827915,19.74166197186525,21.411828806121367,"POLYGON Z ((1823132.63848574 5486411.70719567 -19741.6619718652, 1832956.67871672 5475494.41453416 -16691.9153458279, 1844106.86440854 5485528.02599952 -16691.9153458279, 1834282.82417756 5496445.31866104 -19741.6619718652, 1823132.63848574 5486411.70719567 -19741.6619718652))",2d_linear_centroids_interior,175.7669927221228,-40.74406727744414
23,10,175.75668159444567,-40.66025328182303,175.6304296328808,-40.75515573610842,19.88020212506749,23.928181755896492,18.625219017671476,"POLYGON Z ((1812221.20687869 5495675.64337688 -23928.1817558965, 1822051.44163661 5485093.56676061 -19880.2021250675, 1833041.26166094 5495302.57532328 -19880.2021250675, 1823211.02690302 5505884.65193956 -23928.1817558965, 1812221.20687869 5495675.64337688 -23928.1817558965))",2d_linear_centroids_interior,175.6336003080781,-40.661448030687815
23,11,175.624242249096,-40.57686947218869,175.49933474307977,-40.672692445505085,23.88570027122971,29.02333586218666,15.258969647792757,"POLYGON Z ((1801538.90208245 5504790.25462988 -29023.3358621867, 1811244.46656009 5494572.29403566 -23885.7002712297, 1822120.25425052 5504902.69780864 -23885.7002712297, 1812414.68977288 5515120.65840285 -29023.3358621867, 1801538.90208245 5504790.25462988 -29023.3358621867))",2d_linear_centroids_interior,175.50279470329036,-40.58007273584991
23,12,175.4960646815331,-40.49848579655916,175.36882536608178,-40.59240459103962,29.13962607055195,34.98293622096085,12.077768099542514,"POLYGON Z ((1791124.09457669 5513980.88395146 -34982.9362209609, 1800452.90831108 5503791.23426194 -29139.626070552, 1811516.54523596 5513920.19955927 -29139.626070552, 1802187.73150157 5524109.84924879 -34982.9362209609, 1791124.09457669 5513980.88395146 -34982.9362209609))",2d_linear_centroids_interior,175.37583210169132,-40.5007482498983
23,13,175.36936676438063,-40.41949370856723,175.24166883806964,-40.51294144730744,34.783751739257326,40.71075298332194,8.522491684777654,"POLYGON Z ((1780646.5111877 5523089.7273898 -40710.7529833219, 1789916.39721439 5512894.63693876 -34783.7517392573, 1801014.61943626 5522985.6955311 -34783.7517392573, 1791744.73340957 5533180.78598214 -40710.7529833219, 1780646.5111877 5523089.7273898 -40710.7529833219))",2d_linear_centroids_interior,175.24940141537502,-40.42142264039604
23,14,175.24405271044492,-40.34513554906764,175.11082261443056,-40.43384249001105,40.73020590449331,46.300151139916416,6.3004596177324235,"POLYGON Z ((1770155.59393234 5532674.81260872 -46300.1511399164, 1779040.23413235 5521949.1947435 -40730.2059044933, 1790591.77459376 5531517.99367379 -40730.2059044933, 1781707.13439376 5542243.61153901 -46300.1511399164, 1770155.59393234 5532674.81260872 -46300.1511399164))",2d_linear_centroids_interior,175.12366071469935,-40.34219925815131
24,0,177.30985815055126,-41.424917199528714,177.1859009382282,-41.522423855572704,3.127601987293833,5.476169638280934,1.582869952281259,"POLYGON Z ((1939092.2414218 5405532.10093038 -5476.16963828093, 1949284.40077074 5394780.16539325 -3127.60198729383, 1960170.59930088 5405099.59762388 -3127.60198729383, 1949978.43995193 5415851.533161 -5476.16963828093, 1939092.2414218 5405532.10093038 -5476.16963828093))",nearest_neighbor_boundary,177.18394734753755,-41.4276262449392
24,1,177.17062022001258,-41.342125598346904,177.04742054477416,-41.44008188376105,5.491663505943947,7.6603793591123575,1.662964470107105,"POLYGON Z ((1927875.57728377 5415182.11506668 -7660.37935911236, 1938155.37839546 5404475.93177605 -5491.66350594395, 1948975.2464722 5414864.89008774 -5491.66350594395, 1938695.44536052 5425571.07337836 -7660.37935911236, 1927875.57728377 5415182.11506668 -7660.37935911236))",2d_linear_centroids_interior,177.04475624577304,-41.34519716418186
24,2,177.03153856177877,-41.261777570222115,176.9053530241882,-41.35745567392682,7.707747454129931,9.27646720097798,1.9816082128437496,"POLYGON Z ((1916612.20024378 5425189.57365494 -9276.46720097798, 1926697.76888271 5414197.73925001 -7707.74745412993, 1937750.21113578 5424338.91868055 -7707.74745412993, 1927664.64249686 5435330.75308548 -9276.46720097798, 1916612.20024378 5425189.57365494 -9276.46720097798))",2d_linear_centroids_interior,176.90543937728006,-41.262300893816935
24,3,176.89177161632978,-41.17332343112506,176.77276392685533,-41.274007400887726,9.250105365206776,10.397589763730872,6.031599172102518,"POLYGON Z ((1905298.83658437 5434396.93954027 -10397.5897637309, 1916007.53325529 5423956.2932401 -9250.10536520678, 1926478.86410333 5434696.46224579 -9250.10536520678, 1915770.16743242 5445137.10854596 -10397.5897637309, 1905298.83658437 5434396.93954027 -10397.5897637309))",2d_linear_centroids_interior,176.76587651197949,-41.178863362463225
24,4,176.75243425371332,-41.09656924422753,176.62414164760858,-41.19042548288206,10.35879038957532,11.210173071745082,10.963408113548706,"POLYGON Z ((1893994.84574528 5444961.57444516 -11210.1730717451, 1903944.14715937 5433768.42703704 -10358.7903895753, 1915155.36798235 5443733.79344567 -10358.7903895753, 1905206.06656826 5454926.9408538 -11210.1730717451, 1893994.84574528 5444961.57444516 -11210.1730717451))",2d_linear_centroids_interior,176.62640066074263,-41.09508203286135
24,5,176.61260824566443,-41.01971788549721,176.4755160508036,-41.10604057457237,11.233327459921677,12.046483261860606,16.99045341613253,"POLYGON Z ((1882748.69215259 5455542.05600529 -12046.4832618606, 1891851.81127204 5443647.8557405 -11233.3274599217, 1903763.5272882 5452764.38038262 -11233.3274599217, 1894660.40816875 5464658.58064741 -12046.4832618606, 1882748.69215259 5455542.05600529 -12046.4832618606))",2d_linear_centroids_interior,176.487210984861,-41.01107718397574
24,6,176.47234458149225,-40.9426025786628,176.32721436986415,-41.020869160089546,11.920656501674253,12.885901714748096,21.391010942752875,"POLYGON Z ((1871559.93281673 5466116.35746412 -12885.9017147481, 1879757.58424765 5453591.70925766 -11920.6565016743, 1892308.24480919 5461806.38633404 -11920.6565016743, 1884110.59337826 5474331.0345405 -12885.9017147481, 1871559.93281673 5466116.35746412 -12885.9017147481))",2d_linear_centroids_interior,176.34833429334105,-40.926866617268914
24,7,176.33398672428387,-40.85738417573214,176.18997986683243,-40.936660467513754,12.899364575392967,14.276473011249932,22.717947066803877,"POLYGON Z ((1860244.38456861 5475781.62763558 -14276.4730112499, 1868558.71419662 5463372.94135569 -12899.364575393, 1881020.02711026 5471722.53299052 -12899.364575393, 1872705.69748225 5484131.21927041 -14276.4730112499, 1860244.38456861 5475781.62763558 -14276.4730112499))",2d_linear_centroids_interior,176.21005289220759,-40.84262446693787
24,8,176.19703913833825,-40.76644115196438,176.0607447677529,-40.85306793603926,14.195125270233591,16.095765179902795,23.00676800071186,"POLYGON Z ((1848868.83334016 5484789.71124805 -16095.7651799028, 1858002.03635964 5473043.55568384 -14195.1252702336, 1869843.63651774 5482250.97148284 -14195.1252702336, 1860710.43349826 5493997.12704705 -16095.7651799028, 1848868.83334016 5484789.71124805 -16095.7651799028))",2d_linear_centroids_interior,176.0724342962509,-40.758396316092806
24,9,176.0605689641405,-40.67812567231126,175.92957293260105,-40.76922434970885,16.193337637105163,18.979922378368318,22.40489609464726,"POLYGON Z ((1837687.7620042 5493942.71472147 -18979.9223783683, 1847254.9713486 5482730.95969202 -16193.3376371052, 1858665.34889321 5492467.65750439 -16193.3376371052, 1849098.13954881 5503679.41253383 -18979.9223783683, 1837687.7620042 5493942.71472147 -18979.9223783683))",2d_linear_centroids_interior,175.93633085684993,-40.67471218822312
24,10,175.92504345310158,-40.59250446253573,175.79651917955084,-40.68550306362877,18.85369001013728,22.567968087583417,19.364221565236658,"POLYGON Z ((1826659.41713077 5503249.80833552 -22567.9680875834, 1836320.16589051 5492392.82570845 -18853.6900101373, 1847526.12904486 5502364.10395064 -18853.6900101373, 1837865.38028513 5513221.08657771 -22567.9680875834, 1826659.41713077 5503249.80833552 -22567.9680875834))",2d_linear_centroids_interior,175.80172806280373,-40.59157500329549
24,11,175.79167266070493,-40.50829097963087,175.66508548268052,-40.60270980683097,22.483974785436295,27.1848493444868,15.540705110934427,"POLYGON Z ((1815851.82654669 5512417.72908474 -27184.8493444868, 1825490.79364524 5501930.01762546 -22483.9747854363, 1836534.86140927 5512080.31649907 -22483.9747854363, 1826895.89431072 5522568.02795834 -27184.8493444868, 1815851.82654669 5512417.72908474 -27184.8493444868))",2d_linear_centroids_interior,175.66968663722278,-40.509656003133465
24,12,175.6612229895747,-40.42036927105239,175.54438880790335,-40.52175230214108,27.26530446002401,32.81255055492705,11.777764905356829,"POLYGON Z ((1805351.60063829 5520732.12443169 -32812.5505549271, 1815537.39431077 5511220.14945148 -27265.304460024, 1825775.17851987 5522183.16794494 -27265.304460024, 1815589.38484739 5531695.14292515 -32812.5505549271, 1805351.60063829 5520732.12443169 -32812.5505549271))",2d_linear_centroids_interior,175.54121696172624,-40.429606352415725
24,13,175.5339871884245,-40.34115081756839,175.4167292937734,-40.44216619315606,32.7651718689118,38.690194669589225,7.867251329511809,"POLYGON Z ((1794918.20029203 5529792.23098437 -38690.1946695892, 1804964.29460824 5520359.83501085 -32765.1718689118, 1815231.62511054 5531295.18705623 -32765.1718689118, 1805185.53079433 5540727.58302975 -38690.1946695892, 1794918.20029203 5529792.23098437 -38690.1946695892))",2d_linear_centroids_interior,175.41475358735636,-40.35047229603231
24,14,175.40892146682995,-40.26428852469632,175.28920350456818,-40.363516579901585,38.72166833975074,44.82324232220255,5.57305695856262,"POLYGON Z ((1784557.73278676 5538940.12955104 -44823.2423222026, 1794374.03239554 5529379.21657542 -38721.6683397507, 1804839.93290221 5540124.67731867 -38721.6683397507, 1795023.63329343 5549685.59029429 -44823.2423222026, 1784557.73278676 5538940.12955104 -44823.2423222026))",2d_linear_centroids_interior,175.28993434508095,-40.272040954670054
24,15,175.28406333808277,-40.19211007866895,175.15550761570285,-40.28452735557017,44.64173722781162,49.94547232910184,3.608109489303521,"POLYGON Z ((1773894.44487498 5548903.51352117 -49945.4723291018, 1783234.71414698 5538433.09022973 -44641.7372278116, 1794428.19841622 5548418.3748984 -44641.7372278116, 1785087.92914422 5558888.79818984 -49945.4723291018, 1773894.44487498 5548903.51352117 -49945.4723291018))",2d_linear_centroids_interior,175.16346641491128,-40.192242599894584
25,0,177.46690048348466,-41.36005898644823,177.32609805411352,-41.44346190174183,2.6742457169398985,5.159390574191953,1.677504575408549,"POLYGON Z ((1952880.7690972 5415047.87673103 -5159.39057419195, 1961424.97053541 5402972.25348327 -2674.2457169399, 1973669.81528195 5411636.18891314 -2674.2457169399, 1965125.61384375 5423711.8121609 -5159.39057419195, 1952880.7690972 5415047.87673103 -5159.39057419195))",nearest_neighbor_boundary,177.341969859391,-41.34948967987255
25,1,177.3280849235728,-41.275938434709026,177.18994424930372,-41.36168952036124,5.150190415265525,7.3081188952393905,1.6744898138978073,"POLYGON Z ((1941626.11471673 5424523.02056994 -7308.11889523939, 1950487.38659419 5412614.14970033 -5150.19041526553, 1962521.43839146 5421568.56745586 -5150.19041526553, 1953660.166514 5433477.43832547 -7308.11889523939, 1941626.11471673 5424523.02056994 -7308.11889523939))",2d_linear_centroids_interior,177.2028256012145,-41.26728603454154
25,2,177.18919829603485,-41.18591134091956,177.0605401648313,-41.27956005463116,7.155629106709062,8.868662273770195,1.7377670858264496,"POLYGON Z ((1930265.44798273 5433457.21932821 -8868.66227377019, 1940087.93900455 5422250.78423516 -7155.62910670906, 1951368.17475234 5432137.96186451 -7155.62910670906, 1941545.68373051 5443344.39695756 -8868.66227377019, 1930265.44798273 5433457.21932821 -8868.66227377019))",2d_linear_centroids_interior,177.06333980220077,-41.184488363557406
25,3,177.04982096142152,-41.09891258095003,176.92665916192988,-41.19658601783559,8.92860365398689,10.086207818798783,5.362560695546308,"POLYGON Z ((1918948.12632968 5442785.10481716 -10086.2078187988, 1929289.41245913 5431981.50570453 -8928.60365398689, 1940125.32785016 5442353.72521813 -8928.60365398689, 1929784.04172071 5453157.32433076 -10086.2078187988, 1918948.12632968 5442785.10481716 -10086.2078187988))",2d_linear_centroids_interior,176.9239157779956,-41.10133394065628
25,4,176.9099920957067,-41.010751880798274,176.79343228833878,-41.11286788977246,10.08683443133101,11.014661912730821,9.351108256278584,"POLYGON Z ((1907635.09537853 5452053.14774076 -11014.6619127308, 1918520.45543369 5441774.62291303 -10086.834431331, 1928818.7000002 5452680.86694333 -10086.834431331, 1917933.33994504 5462959.39177105 -11014.6619127308, 1907635.09537853 5452053.14774076 -11014.6619127308))",2d_linear_centroids_interior,176.7844731289003,-41.01777405238141
25,5,176.76992878294357,-40.92153375115175,176.66140849426313,-41.028538837374704,10.996703682183325,11.864703615109068,14.914472773673879,"POLYGON Z ((1896352.61439555 5461236.38829164 -11864.7036151091, 1907826.49401823 5451613.67232779 -10996.7036821833, 1917465.3616325 5463106.81076403 -10996.7036821833, 1905991.48200983 5472729.52672788 -11864.7036151091, 1896352.61439555 5461236.38829164 -11864.7036151091))",2d_linear_centroids_interior,176.64527975473666,-40.93396927909913
25,6,176.63174685575373,-40.844030392136645,176.5139404688141,-40.94515898511294,11.829736228755042,12.757493338431527,20.217839296025897,"POLYGON Z ((1884996.36405462 5471747.80857819 -12757.4933384315, 1895799.06021644 5461382.43244508 -11829.736228755, 1906184.31969069 5472205.85083542 -11829.736228755, 1895381.62352887 5482571.22696853 -12757.4933384315, 1884996.36405462 5471747.80857819 -12757.4933384315))",2d_linear_centroids_interior,176.50642540456306,-40.849975231644216
25,7,176.49326122813756,-40.76156451604179,176.37324538812862,-40.86109811302393,12.776522983418923,14.044632334642964,22.735237774759845,"POLYGON Z ((1873697.18427845 5481703.73986311 -14044.632334643, 1884313.77090008 5471183.28420858 -12776.5229834189, 1894872.02475058 5481838.01440829 -12776.5229834189, 1884255.43812895 5492358.47006281 -14044.632334643, 1873697.18427845 5481703.73986311 -14044.632334643))",2d_linear_centroids_interior,176.36807592948364,-40.76589490960755
