along_strike_index,down_dip_index,lon1(deg),lat1(deg),lon2(deg),lat2(deg),dip (deg),top_depth (km),bottom_depth (km),slip_deficit (mm/yr),tile_geometry
0,0,173.2774912845629,-42.972509646675675,173.51684178072176,-43.1779143892538,6.262468874357366,17.783327622881707,21.055823674088,-1000.0,"POLYGON Z ((1619239.43880223 5200036.532533706 -21055.823674088, 1642005.208503664 5219298.165369375 -17783.32762288171, 1622627.944222092 5242200.602553266 -17783.32762288171, 1599862.174520658 5222938.969717598 -21055.823674088, 1619239.43880223 5200036.532533706 -21055.823674088))"
0,1,173.17275715128756,-42.963678787076624,173.0290399900711,-43.212445321421384,10.49968750211176,20.099034720536434,25.56593960159871,0.26655715448502487,"POLYGON Z ((1575209.699557427 5227126.857894978 -25565.93960159871, 1602358.83051967 5215592.663557428 -20099.03472053643, 1614089.443394865 5243204.12352557 -20099.03472053643, 1586940.312432622 5254738.317863121 -25565.93960159871, 1575209.699557427 5227126.857894978 -25565.93960159871))"
0,2,172.87141140222468,-42.87843009125497,172.65651778590714,-43.09773308783057,17.24777489182785,26.193553275541912,35.08868785882576,-1000.0,"POLYGON Z ((1548742.67230208 5244940.625929501 -35088.68785882576, 1572047.733486309 5228274.771497621 -26193.55327554191, 1589498.315094078 5252677.173050554 -26193.55327554191, 1566193.253909849 5269343.027482434 -35088.68785882576, 1548742.67230208 5244940.625929501 -35088.68785882576))"
0,3,172.56835751441363,-42.80505642245026,172.2828330554531,-42.97506428316094,19.30845642450909,35.363160041780795,45.28277065202629,-1000.0,"POLYGON Z ((1523554.124336359 5263585.973589039 -45282.77065202629, 1541521.161283654 5241704.773697908 -35363.16004178079, 1564706.485589602 5260742.65007181 -35363.16004178079, 1546739.448642307 5282623.849962941 -45282.77065202629, 1523554.124336359 5263585.973589039 -45282.77065202629))"
0,4,172.2483411009243,-42.69850744875854,171.93504472463795,-42.83885580655183,27.23316794147285,41.414837256918666,55.14321899171059,-1000.0,"POLYGON Z ((1498867.605231511 5279171.399543862 -55143.21899171059, 1512970.370133872 5256529.766275642 -41414.83725691867, 1538434.681154996 5272390.688828238 -41414.83725691867, 1524331.916252635 5295032.322096458 -55143.21899171059, 1498867.605231511 5279171.399543862 -55143.21899171059))"
1,0,173.72880398871496,-42.83671147698715,173.71134761309273,-43.106549769468955,4.2297321998369055,16.14441314053112,18.357084693737225,1.5614778169866088,"POLYGON Z ((1628009.255848677 5228783.018159614 -18357.08469373723, 1657880.585448141 5227107.383188087 -16144.41314053112, 1659560.796747622 5257060.29439867 -16144.41314053112, 1629689.467148158 5258735.929370197 -18357.08469373723, 1628009.255848677 5228783.018159614 -18357.08469373723))"
1,1,173.46398158142927,-42.79305273479277,173.27378471961782,-43.02421502799911,10.766805086745542,18.23499568731824,23.83936122850148,2.719408853058416,"POLYGON Z ((1597155.928050757 5251822.594573612 -23839.36122850148, 1622306.981853534 5236459.796017014 -18234.99568731824, 1637945.078989166 5262061.552167258 -18234.99568731824, 1612794.025186388 5277424.350723856 -23839.36122850148, 1597155.928050757 5251822.594573612 -23839.36122850148))"
1,2,173.15285174202788,-42.68998867217141,172.92671792900046,-42.90271976183818,18.97289799012212,24.17019662218181,33.92382270750107,0.5639005492711745,"POLYGON Z ((1571686.505057878 5267483.716031768 -33923.82270750107, 1594017.484623283 5249985.312394944 -24170.19662218181, 1612521.146509338 5273599.174781402 -24170.19662218181, 1590190.166943933 5291097.578418226 -33923.82270750107, 1571686.505057878 5267483.716031768 -33923.82270750107))"
1,3,172.85394070229717,-42.59665244885656,172.5870569307563,-42.781654464146186,24.778593070258847,34.22645276091929,46.799839403297284,0.0033513786000650596,"POLYGON Z ((1547505.32954461 5283137.062730788 -46799.83940329729, 1566222.733090855 5263348.966490162 -34226.45276091929, 1588017.371661272 5283964.342537784 -34226.45276091929, 1569299.968115027 5303752.438778411 -46799.83940329729, 1547505.32954461 5283137.062730788 -46799.83940329729))"
2,0,174.04062565495354,-42.68433275846112,173.9121223200104,-42.93736332159614,3.66907354603071,15.241071653333014,17.160881318756903,5.178060126081393,"POLYGON Z ((1646502.313942612 5256546.803545812 -17160.8813187569, 1674421.292642889 5245737.318859574 -15241.07165333301, 1685252.978978084 5273713.640475111 -15241.07165333301, 1657334.000277807 5284523.125161349 -17160.8813187569, 1646502.313942612 5256546.803545812 -17160.8813187569))"
